,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
9567,21.0,4.5,Stormy,High,2,Drinks,motorcycle,0.0,No,Urban,14,3.0716871805442625
9568,23.0,4.6,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,15,10.718300979148035
9569,23.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,10.63489121984694
9570,23.0,4.9,Sunny,Medium,0,Buffet,motorcycle,,No,Metropolitian,21,6.046170506849094
9571,22.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,11,7.596596457279191
9572,34.0,4.5,Fog,Medium,2,Meal,electric_scooter,0.0,No,Urban,19,6.143355822086782
9573,36.0,4.9,Windy,High,0,Meal,motorcycle,2.0,No,Metropolitian,41,1.488798981534577
9574,33.0,4.6,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,16.71070486908542
9575,31.0,5.0,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Urban,18,9.11569914067744
9576,21.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,17,19.87250440448734
9577,20.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Semi-Urban,44,16.625375830115445
9578,20.0,5.0,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,12.285851232760349
9579,26.0,4.6,Windy,High,2,Drinks,scooter,0.0,No,Urban,11,5.954025519475887
9580,28.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,24,10.89970559072413
9581,28.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,13.672397860742251
9582,32.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,7.641248767451068
9583,28.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,4.671209061192204
9584,28.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20.430094772882978
9585,24.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,19,7.757520716898738
9586,20.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,7.541526930581122
9587,37.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,28,4.5246933483564025
9588,33.0,5.0,Stormy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54,12.06756588410136
9589,25.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,2.977727976172817
9590,33.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,12.476868641749777
9591,28.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.525446066857461
9592,38.0,4.5,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,10.581085499611811
9593,39.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,4.593852231444362
9594,36.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,6.077778650621957
9595,30.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,7.48566114666303
9596,22.0,4.6,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,16.636182886552685
9597,,,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,28,16.375442406845156
9598,30.0,5.0,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,1.5514424713490629
9599,26.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,17.08732630795535
9600,20.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,16.62444657757944
9601,20.0,4.2,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,35,13.602708711615959
9602,28.0,2.5,Sunny,Low,2,Snack,scooter,1.0,Yes,Urban,43,16.374607513817004
9603,38.0,4.6,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,16,3.0570480584908855
9604,36.0,4.3,Cloudy,High,2,Meal,scooter,2.0,No,Urban,39,6.238590943581167
9605,22.0,4.7,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,10.750450852121405
9606,,,,,0,Meal,motorcycle,0.0,No,Metropolitian,28,9.310265052993156
9607,30.0,3.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,10.716554384684308
9608,36.0,4.4,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,36,13.575777226637122
9609,37.0,4.5,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,30,13.397583663216206
9610,35.0,4.8,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,9.429277693727657
9611,33.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,1.551782908461293
9612,23.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,3.0389069380247644
9613,21.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Urban,13,6.28618544846543
9614,35.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20.430094772882978
9615,37.0,4.2,Fog,High,0,Drinks,motorcycle,2.0,No,Urban,33,5.955277732254465
9616,37.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,4.5850996175621175
9617,23.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,1.55968318107511
9618,30.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20,4.593812540320215
9619,30.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.65397838531156
9620,32.0,4.4,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,43,16.598559281813838
9621,36.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,3.023097115673781
9622,29.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,9.215092518598707
9623,36.0,4.0,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,38,13.405222389807182
9624,35.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,3.10251425416626
9625,35.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,6.047309730167045
9626,30.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,,15,1.5715464192431179
9627,27.0,5.0,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,20,1.5596622379005283
9628,25.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,14,2.978378251221899
9629,21.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,41,12.409319975483685
9630,38.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,,28,10.595850570951145
9631,25.0,4.9,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,19,4.679160542259993
9632,20.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,9.15187127630516
9633,38.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,28,10.634809739245405
9634,35.0,4.6,Windy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,34,7.4479285777390345
9635,32.0,4.2,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,19.87250440448734
9636,30.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,14.143914925457633
9637,25.0,4.5,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,12.285572172815861
9638,27.0,4.9,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,11,6.1432168097163204
9639,23.0,5.0,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,10,3.1071213957729134
9640,22.0,3.1,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,37,12.456702268833556
9641,24.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20.430094772882978
9642,27.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,10.750782237902753
9643,24.0,5.0,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,14.01337885818717
9644,37.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,13.67392149669175
9645,38.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,26,3.0627527211305097
9646,39.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,40,19.350541895894672
9647,,,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,12.229484834765366
9648,25.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,10.561730403884809
9649,37.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,12.154788329119079
9650,33.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,12.153363902505642
9651,30.0,4.9,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,4420.498879385803
9652,38.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,12.572369364893285
9653,39.0,4.1,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,35,16.624971812525935
9654,39.0,4.8,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,28,19.608100715913295
9655,38.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,28,14.143914925457633
9656,31.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,6.228460040713283
9657,25.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,3.1029793582453284
9658,39.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,23,1.5515862129042506
9659,21.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Urban,15,12.456543767810599
9660,32.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,40,16.626429661326064
9661,29.0,4.6,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,9.309117115232695
9662,23.0,4.8,Sunny,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,6.228267768482656
9663,26.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,7.757636387645463
9664,24.0,4.5,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,27,17.06587518093757
9665,27.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Urban,10,7.643887910175991
9666,24.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,16.891883782285863
9667,23.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,34,9.076160275798733
9668,35.0,5.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3.1030997025625227
9669,34.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,1.5535303874102397
9670,33.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,10.420688970746383
9671,22.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,9.187601026677033
9672,30.0,4.6,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,22,4.67124682393245
9673,23.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,19,12.154782018483216
9674,23.0,4.0,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Urban,43,19.74947263955332
9675,23.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,19.74930447093798
9676,26.0,4.9,Cloudy,Low,2,Snack,motorcycle,1.0,No,,15,9.429277693727657
9677,36.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.429277693727657
9678,22.0,4.9,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,15,16.710968645606304
9679,39.0,3.8,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,44,12.457372927229953
9680,39.0,5.0,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,3.0234462060734133
9681,39.0,4.4,Cloudy,Low,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,16.890005260054025
9682,37.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,21,17.126900256292565
9683,39.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,8.923453946860695
9684,,,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,19.749782227331522
9685,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,15,7.485220035928831
9686,29.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,22,12.24732009605108
9687,32.0,4.6,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,30,6.12533574588217
9688,28.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27,4.541411415847855
9689,30.0,4.7,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,27,16.630566951244443
9690,39.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,4.541414387333108
9691,37.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,8.93297660636977
9692,28.0,4.9,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,9.308571786117687
9693,30.0,4.8,Windy,Low,2,Buffet,motorcycle,0.0,No,Urban,24,2.977656789938225
9694,38.0,4.3,Windy,Medium,1,Snack,scooter,2.0,No,Metropolitian,38,19.355280776388295
9695,25.0,3.4,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,34,13.821326210366465
9696,24.0,4.8,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,16,3.057686113597521
9697,37.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,29,13.602882764112424
9698,,,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,42,16.841157787761777
9699,35.0,4.7,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,27,7.4852943759613275
9700,22.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,3.1033192566112127
9701,27.0,4.8,Cloudy,Jam,2,Buffet,scooter,2.0,Yes,Metropolitian,42,10.63550381978504
9702,36.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,6.20616136819715
9703,23.0,4.9,Fog,High,1,Drinks,scooter,0.0,No,Metropolitian,22,2.977892668826528
9704,31.0,4.9,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,32,1.4971558432755205
9705,32.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,4.392660604172655
9706,21.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,10.859060838145808
9707,28.0,4.6,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,20,6.238833546189418
9708,29.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18,19.827202864487464
9709,23.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,25,6.142887426252258
9710,38.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,23,4.466221537969012
9711,26.0,4.8,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,34,4.524419030703281
9712,36.0,4.9,Fog,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,46,17.061970998590656
9713,38.0,4.7,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,30,19.74865944311986
9714,35.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,48,20.430094772882978
9715,24.0,4.5,Sunny,High,0,Buffet,motorcycle,2.0,Yes,Metropolitian,52,3.103414858324161
9716,26.0,4.2,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,31,13.574558143281111
9717,24.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,7.655868515360859
9718,21.0,5.0,Windy,Low,2,Buffet,motorcycle,1.0,No,,17,12.091338125460583
9719,39.0,4.2,Stormy,High,0,Meal,motorcycle,2.0,No,Metropolitian,39,6.206719017864623
9720,39.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,11.895852441480674
9721,29.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,24,9.429277693727657
9722,30.0,4.8,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,15,6.22842881043361
9723,22.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,19.331531918322664
9724,22.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,19.076809174814354
9725,28.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,4.660672801097589
9726,21.0,4.8,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,14,7.643887910175991
9727,23.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,1.508516547057644
9728,28.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,4.4740225033028915
9729,27.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,23,7.857731631182655
9730,35.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,20.193100528684557
9731,39.0,3.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,13.981235945404284
9732,27.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,12,7.5966132417851675
9733,21.0,4.9,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,19,3.0275385421991876
9734,25.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,3.0718580070212
9735,30.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,19.349820088855637
9736,35.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,7.857731631182655
9737,33.0,4.6,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Urban,23,3.114285475638842
9738,30.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,43,10.859538518170057
9739,26.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,13,3.023477854513544
9740,38.0,4.2,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,7.715823106030471
9741,30.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,1.513853830006454
9742,37.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,7.798439247401191
9743,39.0,4.8,Sandstorms,Jam,2,Snack,scooter,,No,Metropolitian,25,10.69744071793518
9744,20.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,29,7.785510196225889
9745,21.0,4.7,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,15,8.932482237302986
9746,22.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,10,3.1070317359642234
9747,32.0,4.2,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20.241069123177432
9748,31.0,3.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,44,16.8198943748751
9749,30.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,27,10.874365826431148
9750,34.0,4.5,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,17,6.1138850064599755
9751,30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Urban,19,4.558404229024102
9752,,,Cloudy,Medium,1,Buffet,scooter,1.0,Yes,Metropolitian,40,12.249794714328798
9753,37.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,27,10.859893445290405
9754,36.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,7.678873739622421
9755,24.0,4.8,Sunny,Jam,2,Meal,scooter,0.0,,Metropolitian,10,10.479234544255597
9756,39.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,,29,9.320747300598178
9757,25.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,9.185726465233435
9758,36.0,4.5,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,22,13.7803000889376
9759,37.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,17.066003898363988
9760,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,13.574804245546046
9761,28.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,1.5571461690113415
9762,27.0,4.3,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,40,16.80929634651373
9763,27.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,,15,9.30699144882563
9764,29.0,4.2,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,32,13.397501735174306
9765,33.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,7.646059255126051
9766,22.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,13.42062078338853
9767,,,Sunny,Jam,0,Snack,motorcycle,1.0,No,,29,17.08732630795535
9768,22.0,5.0,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,29,12.427431122132731
9769,30.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20.818151017381656
9770,32.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,6.228460040713283
9771,26.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,19.902794945353698
9772,39.0,5.0,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,7.443967922445595
9773,,,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,25,1.551386235425463
9774,22.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,18,3.050804722495513
9775,32.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,20,3.102878136207039
9776,24.0,4.4,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,42,13.820591033369825
9777,28.0,4.6,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,10.426692151369794
9778,26.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,22,7.678941230116633
9779,28.0,4.8,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,20,6.124571681159451
9780,22.0,3.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,40,9.310242803222694
9781,28.0,4.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,10.85895467897314
9782,33.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,7.596211714614805
9783,21.0,4.8,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,4.6713990308839195
9784,34.0,4.9,Sandstorms,High,1,Buffet,scooter,0.0,No,Metropolitian,30,3.1034137303204408
9785,31.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,7.641613340855363
9786,38.0,4.6,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,28,7.679068387430753
9787,35.0,4.0,Cloudy,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,41,16.590985224317016
9788,30.0,3.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,39,19.350404993266917
9789,27.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,17.287005375714283
9790,28.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,,14,7.5966132417851675
9791,31.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,1.488798981534577
9792,36.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,15,7.442385475457595
9793,36.0,4.7,Fog,Low,1,Snack,scooter,,No,Urban,17,4.7146391697631795
9794,29.0,4.8,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,10.91771069109499
9795,31.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,9.171722599366582
9796,26.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,10,7.678531344374307
9797,35.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,7.785267915415318
9798,20.0,2.8,Sunny,Low,1,Drinks,scooter,2.0,No,Urban,39,16.37476061744948
9799,39.0,4.5,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,16.7116197944739
9800,32.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,10.89962341232291
9801,26.0,4.8,Fog,Jam,0,Snack,motorcycle,0.0,No,Urban,23,7.4852784125394125
9802,22.0,5.0,Cloudy,Jam,2,Meal,scooter,2.0,No,Urban,32,7.444374308016026
9803,22.0,4.2,Fog,Jam,1,Meal,scooter,1.0,Yes,Metropolitian,43,20.17005649147076
9804,29.0,4.5,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,43,5.955616351605389
9805,31.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,29,9.30819628929626
9806,38.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,24,13.61180569100036
9807,25.0,4.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,4.541377902523364
9808,22.0,4.9,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,46,16.625326069393367
9809,28.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,12,6.214230890427467
9810,35.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,16,3.0387887677060355
9811,31.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.1024533489524266
9812,23.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,9.342203599295484
9813,29.0,4.5,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,10,1.488909839276616
9814,24.0,5.0,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,37,13.759681212624066
9815,36.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,16.358043564241925
9816,31.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,12.093806105874476
9817,21.0,5.0,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,8.982345295403537
9818,39.0,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38,17.287005375714283
9819,29.0,4.8,Fog,Medium,2,Buffet,scooter,0.0,No,,28,10.581168396803259
9820,25.0,5.0,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,23,19.82699206709183
9821,33.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,4.558249916598449
9822,38.0,3.9,Stormy,Jam,2,Snack,motorcycle,1.0,Yes,Metropolitian,42,10.557772806549288
9823,39.0,4.5,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,34,10.420661990223294
9824,32.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,1.531261608932389
9825,20.0,4.8,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,7.445608221862547
9826,,,,,3,Drinks,scooter,1.0,No,Urban,16,6.213831300769208
